source_email,relationship_type,target_email
example101639@students.claremontmckenna.edu,friend,example100309@students.pitzer.edu
example101639@students.claremontmckenna.edu,like,example100989@students.pitzer.edu
example101639@students.claremontmckenna.edu,friend,example100989@students.pitzer.edu
example100989@students.pitzer.edu,friend,example101639@students.claremontmckenna.edu
example101639@students.claremontmckenna.edu,like,example100153@students.pitzer.edu
example101639@students.claremontmckenna.edu,friend,example100153@students.pitzer.edu
example101639@students.claremontmckenna.edu,like,example100831@students.pitzer.edu
example100831@students.pitzer.edu,like,example101639@students.claremontmckenna.edu
example101639@students.claremontmckenna.edu,like,example100423@students.claremontmckenna.edu
example101639@students.claremontmckenna.edu,friend,example100566@mymail.pomona.edu
example101639@students.claremontmckenna.edu,like,example101820@scrippscollege.edu
example101639@students.claremontmckenna.edu,friend,example101820@scrippscollege.edu
example101639@students.claremontmckenna.edu,like,example101996@hmc.edu
example101639@students.claremontmckenna.edu,friend,example101996@hmc.edu
example101639@students.claremontmckenna.edu,friend,example100860@students.pitzer.edu
example101640@hmc.edu,like,example101897@scrippscollege.edu
example101640@hmc.edu,like,example101199@scrippscollege.edu
example101640@hmc.edu,friend,example101199@scrippscollege.edu
example101640@hmc.edu,like,example101414@scrippscollege.edu
example101640@hmc.edu,friend,example101414@scrippscollege.edu
example101640@hmc.edu,friend,example100059@students.claremontmckenna.edu
example101640@hmc.edu,like,example100992@hmc.edu
example101640@hmc.edu,friend,example100992@hmc.edu
example100992@hmc.edu,friend,example101640@hmc.edu
example101640@hmc.edu,friend,example101177@hmc.edu
example101641@scrippscollege.edu,like,example101777@students.claremontmckenna.edu
example101641@scrippscollege.edu,friend,example101777@students.claremontmckenna.edu
example101641@scrippscollege.edu,like,example100839@students.claremontmckenna.edu
example100839@students.claremontmckenna.edu,like,example101641@scrippscollege.edu
example101641@scrippscollege.edu,like,example101280@mymail.pomona.edu
example101641@scrippscollege.edu,like,example101264@scrippscollege.edu
example101641@scrippscollege.edu,like,example101354@hmc.edu
example101641@scrippscollege.edu,like,example101811@students.pitzer.edu
example101642@scrippscollege.edu,like,example101576@students.pitzer.edu
example101642@scrippscollege.edu,like,example101719@mymail.pomona.edu
example101642@scrippscollege.edu,like,example101960@mymail.pomona.edu
example101642@scrippscollege.edu,friend,example101960@mymail.pomona.edu
example101642@scrippscollege.edu,like,example100091@mymail.pomona.edu
example101642@scrippscollege.edu,friend,example100091@mymail.pomona.edu
example101642@scrippscollege.edu,friend,example100563@scrippscollege.edu
example101642@scrippscollege.edu,friend,example100974@mymail.pomona.edu
example101642@scrippscollege.edu,like,example101564@students.pitzer.edu
example101642@scrippscollege.edu,friend,example101564@students.pitzer.edu
example101642@scrippscollege.edu,friend,example101743@hmc.edu
example101642@scrippscollege.edu,like,example100642@mymail.pomona.edu
example101642@scrippscollege.edu,friend,example100642@mymail.pomona.edu
example101642@scrippscollege.edu,like,example100056@students.pitzer.edu
example101643@students.claremontmckenna.edu,friend,example100956@scrippscollege.edu
example101644@students.pitzer.edu,like,example101932@mymail.pomona.edu
example101644@students.pitzer.edu,like,example100327@hmc.edu
example101644@students.pitzer.edu,friend,example100327@hmc.edu
example101644@students.pitzer.edu,friend,example101302@students.claremontmckenna.edu
example101645@scrippscollege.edu,friend,example100442@hmc.edu
example101645@scrippscollege.edu,like,example100029@students.claremontmckenna.edu
example101645@scrippscollege.edu,like,example100336@hmc.edu
example101645@scrippscollege.edu,friend,example100692@hmc.edu
example101646@hmc.edu,like,example100060@students.claremontmckenna.edu
example101646@hmc.edu,friend,example100060@students.claremontmckenna.edu
example101646@hmc.edu,like,example101553@hmc.edu
example101646@hmc.edu,like,example101812@students.pitzer.edu
example101646@hmc.edu,friend,example101812@students.pitzer.edu
example101646@hmc.edu,like,example100858@students.pitzer.edu
example101646@hmc.edu,friend,example101722@scrippscollege.edu
example101647@hmc.edu,friend,example100947@mymail.pomona.edu
example101647@hmc.edu,like,example100451@scrippscollege.edu
example101647@hmc.edu,friend,example100262@mymail.pomona.edu
example101647@hmc.edu,like,example100512@hmc.edu
example101647@hmc.edu,like,example101125@students.claremontmckenna.edu
example101647@hmc.edu,friend,example101125@students.claremontmckenna.edu
example101647@hmc.edu,friend,example101608@mymail.pomona.edu
example101647@hmc.edu,friend,example100590@mymail.pomona.edu
example101648@hmc.edu,like,example100678@mymail.pomona.edu
example101648@hmc.edu,friend,example100678@mymail.pomona.edu
example101648@hmc.edu,like,example101228@students.claremontmckenna.edu
example101648@hmc.edu,friend,example101228@students.claremontmckenna.edu
example101648@hmc.edu,like,example100183@students.pitzer.edu
example100183@students.pitzer.edu,like,example101648@hmc.edu
example101648@hmc.edu,like,example100296@students.pitzer.edu
example101648@hmc.edu,like,example100608@hmc.edu
example100608@hmc.edu,like,example101648@hmc.edu
example101648@hmc.edu,like,example100731@hmc.edu
example101648@hmc.edu,friend,example100535@mymail.pomona.edu
example101649@mymail.pomona.edu,friend,example100775@students.pitzer.edu
example101650@scrippscollege.edu,friend,example100131@students.pitzer.edu
example101650@scrippscollege.edu,like,example101253@students.claremontmckenna.edu
example101650@scrippscollege.edu,friend,example101253@students.claremontmckenna.edu
example101253@students.claremontmckenna.edu,friend,example101650@scrippscollege.edu
example101650@scrippscollege.edu,like,example101793@students.claremontmckenna.edu
example101793@students.claremontmckenna.edu,like,example101650@scrippscollege.edu
example101650@scrippscollege.edu,like,example100580@students.claremontmckenna.edu
example101650@scrippscollege.edu,friend,example100194@students.claremontmckenna.edu
example101650@scrippscollege.edu,friend,example100338@scrippscollege.edu
example101650@scrippscollege.edu,friend,example101681@scrippscollege.edu
example101650@scrippscollege.edu,like,example101234@students.claremontmckenna.edu
example101651@students.claremontmckenna.edu,like,example100729@scrippscollege.edu
example101651@students.claremontmckenna.edu,friend,example101705@scrippscollege.edu
example101651@students.claremontmckenna.edu,like,example101918@students.claremontmckenna.edu
example101651@students.claremontmckenna.edu,friend,example101754@students.pitzer.edu
example101651@students.claremontmckenna.edu,like,example101305@scrippscollege.edu
example101651@students.claremontmckenna.edu,like,example100819@students.claremontmckenna.edu
example101651@students.claremontmckenna.edu,like,example101804@students.claremontmckenna.edu
example101651@students.claremontmckenna.edu,friend,example101804@students.claremontmckenna.edu
example101651@students.claremontmckenna.edu,like,example100787@scrippscollege.edu
example101651@students.claremontmckenna.edu,friend,example100787@scrippscollege.edu
example101651@students.claremontmckenna.edu,like,example101386@mymail.pomona.edu
example101651@students.claremontmckenna.edu,friend,example101386@mymail.pomona.edu
example101651@students.claremontmckenna.edu,like,example101621@scrippscollege.edu
example101651@students.claremontmckenna.edu,friend,example101225@students.claremontmckenna.edu
example101651@students.claremontmckenna.edu,friend,example101798@mymail.pomona.edu
example101651@students.claremontmckenna.edu,like,example100081@scrippscollege.edu
example101651@students.claremontmckenna.edu,friend,example100081@scrippscollege.edu
example101652@students.pitzer.edu,like,example100728@scrippscollege.edu
example101652@students.pitzer.edu,friend,example101000@scrippscollege.edu
example101652@students.pitzer.edu,friend,example100845@mymail.pomona.edu
example101652@students.pitzer.edu,friend,example101808@mymail.pomona.edu
example101652@students.pitzer.edu,like,example100965@scrippscollege.edu
example101652@students.pitzer.edu,friend,example100146@scrippscollege.edu
example101652@students.pitzer.edu,friend,example101065@students.pitzer.edu
example101652@students.pitzer.edu,like,example100807@scrippscollege.edu
example101653@students.claremontmckenna.edu,friend,example101534@hmc.edu
example101653@students.claremontmckenna.edu,friend,example100733@students.pitzer.edu
example101653@students.claremontmckenna.edu,friend,example100641@scrippscollege.edu
example101653@students.claremontmckenna.edu,like,example100420@hmc.edu
example101653@students.claremontmckenna.edu,like,example101094@scrippscollege.edu
example101653@students.claremontmckenna.edu,friend,example101094@scrippscollege.edu
example101653@students.claremontmckenna.edu,friend,example101608@mymail.pomona.edu
example101653@students.claremontmckenna.edu,like,example100008@mymail.pomona.edu
example101653@students.claremontmckenna.edu,like,example100442@hmc.edu
example101654@students.pitzer.edu,friend,example100019@scrippscollege.edu
example101654@students.pitzer.edu,like,example101971@mymail.pomona.edu
example101654@students.pitzer.edu,friend,example101287@students.pitzer.edu
example101654@students.pitzer.edu,like,example101504@hmc.edu
example101654@students.pitzer.edu,friend,example101504@hmc.edu
example101656@scrippscollege.edu,friend,example101114@scrippscollege.edu
example101657@students.claremontmckenna.edu,like,example101767@students.pitzer.edu
example101657@students.claremontmckenna.edu,like,example101389@scrippscollege.edu
example101657@students.claremontmckenna.edu,like,example101706@mymail.pomona.edu
example101657@students.claremontmckenna.edu,like,example101361@hmc.edu
example101657@students.claremontmckenna.edu,friend,example101361@hmc.edu
example101657@students.claremontmckenna.edu,friend,example101629@mymail.pomona.edu
example101657@students.claremontmckenna.edu,like,example101841@hmc.edu
example101657@students.claremontmckenna.edu,like,example101391@scrippscollege.edu
example101391@scrippscollege.edu,like,example101657@students.claremontmckenna.edu
example101657@students.claremontmckenna.edu,friend,example100549@students.claremontmckenna.edu
example101657@students.claremontmckenna.edu,like,example100252@scrippscollege.edu
example101657@students.claremontmckenna.edu,friend,example100252@scrippscollege.edu
example101657@students.claremontmckenna.edu,like,example100243@mymail.pomona.edu
example101659@students.claremontmckenna.edu,friend,example101835@scrippscollege.edu
example101659@students.claremontmckenna.edu,like,example100565@students.pitzer.edu
example101659@students.claremontmckenna.edu,friend,example101456@students.pitzer.edu
example101659@students.claremontmckenna.edu,like,example100840@hmc.edu
example101659@students.claremontmckenna.edu,like,example101885@scrippscollege.edu
example101659@students.claremontmckenna.edu,friend,example101991@hmc.edu
example101659@students.claremontmckenna.edu,friend,example100171@students.claremontmckenna.edu
example101659@students.claremontmckenna.edu,like,example101874@students.claremontmckenna.edu
example101659@students.claremontmckenna.edu,friend,example101874@students.claremontmckenna.edu
example101660@mymail.pomona.edu,friend,example101165@hmc.edu
example101660@mymail.pomona.edu,friend,example100713@mymail.pomona.edu
example101660@mymail.pomona.edu,like,example100638@students.claremontmckenna.edu
example101660@mymail.pomona.edu,like,example101187@mymail.pomona.edu
example101660@mymail.pomona.edu,like,example100500@students.pitzer.edu
example101660@mymail.pomona.edu,friend,example100500@students.pitzer.edu
